109,,SC2_CH3,integer,1,count,,,,,1
110,,SC2_CH4,integer,1,count,,,,,1
111,,SC2_CH5,integer,1,count,,,,,1
112,,SC2_CH6,integer,1,count,,,,,1
113,,SC2_CH7,integer,1,count,,,,,1
114,,SC2_CH8,integer,1,count,,,,,1
115,,SC2_CH9,integer,1,count,,,,,1
116,,SC2_CH10,integer,1,count,,,,,1
117,,SC2_CH11,integer,1,count,,,,,1
118,,SC2_CH12,integer,1,count,,,,,1
119,,SC2_CH13,integer,1,count,,,,,1
120,,SC2_CH14,integer,1,count,,,,,1
121,,SC2_CH15,integer,1,count,,,,,1
122,,SC2_CH16,integer,1,count,,,,,1
123,,SC2_CH17,integer,1,count,,,,,1
124,,SC2_CH18,integer,1,count,,,,,1
125,,SC2_CH19,integer,1,count,,,,,1
126,,SC2_CH20,integer,1,count,,,,,1
127,,SC2_CH21,integer,1,count,,,,,1
128,,SC2_CH22,integer,1,count,,,,,1
129,,SC2_CH23,integer,1,count,,,,,1
130,,SC2_CH24,integer,1,count,,,,,1
131,,SC2_CH25,integer,1,count,,,,,1
132,,SC2_CH26,integer,1,count,,,,,1
133,,SC2_CH27,integer,1,count,,,,,1
134,,SC2_CH28,integer,1,count,,,,,1
135,,SC2_CH29,integer,1,count,,,,,1
136,,SC2_CH30,integer,1,count,,,,,1
137,,SC2_CH31,integer,1,count,,,,,1
138,,SC2_CH32,integer,1,count,,,,,1
139,,SC3_CH1,integer,1,count,,,,,1
140,,SC3_CH2,integer,1,count,,,,,1
141,,SC3_CH3,integer,1,count,,,,,1
142,,SC3_CH4,integer,1,count,,,,,1
143,,SC3_CH5,integer,1,count,,,,,1
144,,SC3_CH6,integer,1,count,,,,,1
145,,SC3_CH7,integer,1,count,,,,,1
146,,SC3_CH8,integer,1,count,,,,,1
147,,SC3_CH9,integer,1,count,,,,,1
148,,SC3_CH10,integer,1,count,,,,,1
149,,SC3_CH11,integer,1,count,,,,,1
150,,SC3_CH12,integer,1,count,,,,,1
151,,SC3_CH13,integer,1,count,,,,,1
152,,SC3_CH14,integer,1,count,,,,,1
153,,SC3_CH15,integer,1,count,,,,,1
154,,SC3_CH16,integer,1,count,,,,,1
155,,SC3_CH17,integer,1,count,,,,,1
156,,SC3_CH18,integer,1,count,,,,,1
157,,SC3_CH19,integer,1,count,,,,,1
158,,SC3_CH20,integer,1,count,,,,,1
159,,SC3_CH21,integer,1,count,,,,,1
160,,SC3_CH22,integer,1,count,,,,,1
161,,SC3_CH23,integer,1,count,,,,,1
162,,SC3_CH24,integer,1,count,,,,,1
163,,SC3_CH25,integer,1,count,,,,,1
164,,SC3_CH26,integer,1,count,,,,,1
165,,SC3_CH27,integer,1,count,,,,,1
166,,SC3_CH28,integer,1,count,,,,,1
167,,SC3_CH29,integer,1,count,,,,,1
168,,SC3_CH30,integer,1,count,,,,,1
169,,SC3_CH31,integer,1,count,,,,,1
170,,SC3_CH32,integer,1,count,,,,,1
171,,DUTYFACTOR_SC,double,1,,,,,,1
172,,DUTYFACTORMI_SC,double,1,,,,,,1
